neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
1,8,40.78835,-73.9681,1,200,30,1,0.02,1,365
0,20,40.72587,-73.94138,1,159,30,5,0.14,52,338
0,20,40.72546,-73.94136,1,129,30,4,0.06,52,322
0,17,40.65022,-73.97247,1,130,29,16,0.26,1,217
0,20,40.72552,-73.94195,1,199,30,4,0.07,52,365
0,20,40.72722,-73.94167,1,149,30,4,0.06,52,343
1,7,40.76613,-73.98721,1,180,30,16,0.25,39,337
1,28,40.76141,-73.96273,0,69,60,43,0.65,2,90
0,20,40.73107,-73.95712,0,60,30,10,0.15,1,92
0,6,40.6864,-73.94529,1,112,200,314,4.82,2,42
2,25,40.75874,-73.92999,0,100,29,37,0.57,1,305
1,71,40.76252,-73.98376,1,200,30,2,0.05,1,339
0,12,40.71364,-73.96427,1,130,30,6,0.17,1,39
1,14,40.74106,-74.00262,0,80,30,8,0.12,3,301
0,20,40.72572,-73.94031,1,159,30,0,0.0,52,349
1,19,40.72672,-73.98851,2,30,30,125,1.88,1,304
1,77,40.7196,-74.00571,1,250,30,4,0.06,1,310
1,28,40.76886,-73.95877,1,130,30,3,0.39,1,156
0,20,40.72599,-73.94172,1,149,30,4,0.09,52,330
1,19,40.72959,-73.98112,1,112,30,22,0.34,6,244
1,8,40.79432,-73.97269,1,150,26,1,0.02,1,1
0,20,40.72569,-73.94017,1,199,30,3,0.06,52,127
0,20,40.72537,-73.94076,1,149,30,0,0.0,52,330
0,20,40.7272,-73.94176,1,149,30,2,0.03,52,337
0,34,40.67632,-73.99204,1,130,30,28,0.43,1,297
0,20,40.72727,-73.93986,1,129,30,3,0.08,52,365
1,71,40.76054,-73.98508,1,200,30,11,0.18,1,363
0,12,40.70874,-73.93818,0,60,30,16,0.28,2,190
0,12,40.71216,-73.94612,0,70,90,2,0.03,1,264
2,87,40.73243,-73.86773,1,275,30,9,0.14,1,342
0,15,40.67935,-73.9633,1,120,30,14,0.22,1,108
0,76,40.61518,-73.98874,1,76,30,28,0.44,1,282
0,6,40.69392,-73.95446,1,175,27,0,0.0,2,148
0,21,40.70054,-73.92954,0,62,21,39,0.65,3,110
1,8,40.78327,-73.97343,1,179,30,14,0.27,2,365
0,20,40.72669,-73.9419,1,129,30,9,0.16,52,325
1,8,40.7851,-73.97397,1,195,30,45,0.73,2,327
1,43,40.70781,-74.00701,1,130,365,6,0.1,1,262
0,20,40.72708,-73.94171,1,149,30,1,0.07,52,1
0,20,40.72574,-73.94146,1,129,30,3,0.05,52,303
0,96,40.68727,-74.00352,1,107,30,35,0.55,1,18
0,20,40.72591,-73.9422,1,129,30,2,0.04,52,341
1,26,40.744,-73.98054,1,152,270,5,0.1,1,1
1,71,40.76084,-73.98367,1,129,30,16,0.25,5,171
1,45,40.8075,-73.95844,1,99,30,9,0.14,1,1
1,14,40.74311,-74.00718,1,275,30,2,0.03,1,365
0,12,40.70942,-73.94693,1,100,20,7,0.21,1,327
1,28,40.77231,-73.95588,1,103,30,7,0.23,29,326
1,28,40.77263,-73.95567,1,117,30,0,0.0,29,331
0,12,40.7165,-73.94842,1,100,30,99,1.57,2,151
1,28,40.77265,-73.9574,1,145,30,1,0.11,29,329
1,28,40.77276,-73.95675,1,139,30,4,0.07,29,308
1,28,40.77107,-73.95682,1,117,30,6,0.11,29,255
1,28,40.77278,-73.95753,1,142,30,1,0.03,29,205
0,15,40.67228,-73.93352,1,150,28,22,0.38,2,207
0,12,40.71112,-73.96268,0,79,22,21,0.34,4,313
1,45,40.8098,-73.95722,1,83,60,1,0.02,1,1
1,68,40.73409,-73.98559,1,200,30,38,0.65,1,170
1,28,40.77645,-73.94865,1,90,30,13,0.25,1,1
0,6,40.68852,-73.93588,1,90,30,62,1.2,3,280
0,90,40.63465,-74.02366,1,53,20,16,0.27,1,220
0,15,40.66733,-73.95667,0,50,30,0,0.0,1,281
2,25,40.74606,-73.95765,1,130,30,1,0.02,1,1
1,7,40.76711,-73.98371,1,225,30,0,0.0,12,343
1,7,40.76479,-73.98455,1,99,30,8,0.14,8,107
0,20,40.72595,-73.94143,1,149,30,2,0.08,52,341
0,20,40.72713,-73.94141,1,159,30,7,0.12,52,327
0,15,40.67203,-73.93494,1,155,28,23,0.36,2,336
0,10,40.66481,-73.97807,1,125,150,18,0.29,1,1
0,24,40.6582,-73.95688,1,90,30,3,0.08,1,311
1,14,40.73942,-73.99629,1,110,25,0,0.0,1,1
1,28,40.77249,-73.95756,1,117,30,3,0.09,29,298
1,30,40.84915,-73.93848,0,59,30,65,1.33,2,99
1,8,40.78694,-73.97384,1,150,20,0,0.0,1,1
0,17,40.66044,-73.97977,1,97,30,5,0.12,1,282
0,22,40.64602,-73.95964,1,70,20,11,0.21,1,211
0,6,40.69707,-73.93914,1,68,30,3,0.09,1,1
1,2,40.81781,-73.94577,1,110,30,101,1.61,2,331
1,8,40.79194,-73.96913,1,200,30,28,0.45,3,1
0,6,40.68211,-73.93876,1,76,31,1,0.04,1,333
0,15,40.67301,-73.95312,1,400,30,22,0.35,2,171
1,28,40.77125,-73.95735,1,105,30,5,0.09,29,265
1,30,40.83418,-73.94274,0,39,30,18,0.3,6,168
0,20,40.7254,-73.94136,1,129,30,3,0.05,52,336
2,56,40.76123,-73.92177,0,65,50,30,0.48,1,198
0,29,40.67446,-73.96324,1,99,17,0,0.0,1,1
0,20,40.72733,-73.9404,1,199,30,5,0.08,52,311
0,21,40.69727,-73.92373,0,100,20,0,0.0,1,1
1,7,40.76634,-73.98719,1,99,30,8,0.19,8,139
1,28,40.77233,-73.95627,1,103,30,3,0.06,29,336
1,8,40.79193,-73.97443,1,109,30,20,0.34,8,90
0,16,40.66977,-73.98305,1,155,29,5,0.08,1,59
1,28,40.77105,-73.95727,1,119,30,4,0.13,29,339
0,12,40.71242,-73.96793,0,100,30,5,0.09,1,296
0,12,40.71376,-73.94239,0,100,21,62,1.22,2,96
0,29,40.67353,-73.96505,0,45,20,0,0.0,2,1
1,28,40.77291,-73.95176,1,130,25,3,0.05,1,161
0,29,40.68183,-73.97195,1,450,30,0,0.0,1,1
1,30,40.83549,-73.94765,1,60,365,9,0.15,1,291
2,126,40.73726,-73.89792,0,35,30,1,1.0,18,364
1,1,40.75969,-73.96644,1,140,300,0,0.0,1,365
1,52,40.72603,-73.99746,1,161,21,0,0.0,1,1
1,28,40.77233,-73.9572,1,118,30,1,0.03,29,308
1,28,40.77222,-73.95544,1,118,30,3,0.06,29,326
1,28,40.77126,-73.95671,1,116,30,1,0.02,29,335
0,20,40.72525,-73.9418,1,159,30,6,0.12,52,317
0,21,40.69666,-73.93248,0,59,20,16,0.28,1,54
1,101,40.70633,-74.01837,1,600,30,2,0.03,1,1
1,102,40.71662,-74.00352,1,130,30,2,0.03,52,365
0,54,40.65262,-73.94867,1,115,30,43,0.7,1,78
1,5,40.74318,-73.97193,1,150,30,2,0.03,52,365
1,14,40.74873,-73.99557,1,93,365,10,0.17,19,97
0,6,40.68596,-73.95837,1,155,25,3,0.05,1,364
0,20,40.7276,-73.94029,1,129,30,4,0.08,52,337
1,1,40.76132,-73.96612,1,115,30,0,0.0,52,342
1,5,40.74475,-73.97201,1,150,30,2,0.04,52,362
1,5,40.74462,-73.97488,1,100,30,6,0.11,52,311
1,7,40.76866,-73.98616,1,87,30,6,0.1,52,365
1,30,40.83568,-73.94457,0,40,31,2,0.15,6,130
1,14,40.74897,-73.9968,1,93,75,16,0.3,19,234
1,4,40.79245,-73.94563,0,37,30,1,0.02,1,1
0,20,40.72691,-73.94041,1,149,30,5,0.1,52,295
0,12,40.71477,-73.94105,0,100,21,10,0.17,2,14
1,28,40.77209,-73.9563,1,103,30,12,0.2,29,209
1,28,40.77224,-73.95629,1,108,30,7,0.14,29,188
0,12,40.70789,-73.94632,1,220,29,4,0.07,1,1
1,26,40.74175,-73.97741,1,84,30,7,0.12,52,365
0,13,40.69071,-73.97057,1,200,30,38,0.63,2,5
1,2,40.80399,-73.94665,0,100,250,91,1.47,1,138
1,23,40.71848,-73.98159,1,124,28,13,0.21,1,38
1,7,40.76745,-73.98489,1,87,30,8,0.2,52,311
0,29,40.67391,-73.96739,1,105,21,5,0.08,1,221
0,21,40.69465,-73.92675,1,67,30,10,0.16,1,26
0,38,40.68823,-73.98604,1,151,28,12,0.3,1,54
0,12,40.71622,-73.93942,0,150,21,0,0.0,1,1
1,23,40.71813,-73.99063,1,200,30,0,0.0,1,365
0,79,40.64811,-74.01366,1,88,30,2,0.09,1,101
0,79,40.66592,-73.99434,1,158,30,1,0.14,21,365
0,6,40.68174,-73.93444,1,68,30,14,0.41,5,334
0,15,40.6774,-73.94566,0,40,28,13,0.22,3,318
0,67,40.59601,-73.96862,0,45,30,4,0.07,1,1
1,28,40.77449,-73.96228,1,119,60,1,0.04,1,1
1,23,40.71769,-73.98953,1,99,30,8,0.13,8,170
0,13,40.69236,-73.97254,0,100,30,5,0.08,2,10
0,15,40.67045,-73.95716,1,160,30,36,0.63,2,228
0,12,40.70648,-73.95444,0,100,20,62,1.01,6,240
0,6,40.68975,-73.9346,1,78,30,81,1.33,3,188
0,22,40.6532,-73.96216,1,78,18,11,0.2,1,1
2,39,40.73873,-73.92435,0,74,30,9,0.16,1,76
1,26,40.73953,-73.98009,1,185,29,5,0.08,1,2
1,14,40.75045,-73.99662,1,93,110,12,0.26,19,329
1,11,40.73316,-74.00632,1,300,30,13,0.24,39,291
0,10,40.6674,-73.98273,1,200,30,4,0.18,11,282
0,20,40.72428,-73.94348,1,129,30,15,0.27,52,157
1,28,40.78193,-73.94884,1,300,30,3,0.05,9,365
1,2,40.82491,-73.94774,1,149,31,0,0.0,4,77
0,20,40.71959,-73.95153,1,120,30,77,1.3,1,3
0,12,40.71852,-73.94165,1,240,365,0,0.0,1,363
0,15,40.67132,-73.9325,0,78,21,60,0.99,1,1
1,2,40.82967,-73.94428,1,95,30,36,0.61,1,245
1,19,40.73005,-73.98525,1,122,30,7,0.12,1,339
0,12,40.71204,-73.95628,1,200,30,0,0.0,1,1
1,8,40.79098,-73.96745,1,264,30,6,0.1,10,281
1,8,40.79219,-73.96862,1,199,30,11,0.19,10,365
2,126,40.74064,-73.89956,0,39,30,0,0.0,18,352
2,56,40.771,-73.92563,0,38,30,8,0.14,18,358
1,52,40.73331,-73.9941,1,275,30,12,0.2,1,358
0,20,40.73689,-73.95488,1,85,20,5,0.09,1,1
1,26,40.74318,-73.97858,1,87,30,4,0.07,52,343
0,10,40.66308,-73.98309,1,110,30,4,0.07,1,220
1,28,40.76189,-73.96298,0,69,60,9,0.16,2,90
1,30,40.83365,-73.94059,1,70,180,7,0.12,19,308
1,2,40.81464,-73.95351,0,60,30,2,0.19,1,183
0,17,40.65015,-73.97945,0,38,30,77,1.28,11,309
0,12,40.71659,-73.9458,0,90,30,1,0.02,1,1
1,1,40.74596,-73.98411,1,148,30,9,0.15,9,329
1,68,40.73389,-73.98724,1,250,31,0,0.0,1,365
0,33,40.68184,-73.99308,0,80,21,88,1.5,1,364
1,4,40.7946,-73.94105,0,75,30,2,0.04,8,352
1,4,40.79319,-73.94209,0,50,21,3,0.3,8,350
1,4,40.7942,-73.94136,0,58,21,2,0.04,8,331
0,21,40.69217,-73.90768,0,50,30,14,0.23,6,88
1,28,40.77274,-73.95732,1,130,30,3,0.08,29,308
1,23,40.71749,-73.99016,1,104,30,11,0.19,8,80
2,39,40.74365,-73.91632,1,95,30,8,0.16,3,332
2,39,40.74493,-73.91528,1,95,30,10,0.28,3,332
1,14,40.74994,-73.99612,1,95,75,13,0.23,19,245
0,20,40.72705,-73.94033,1,159,30,3,0.08,52,365
1,28,40.76043,-73.95992,1,160,30,15,0.25,39,333
1,68,40.73568,-73.98062,1,150,30,2,0.03,39,331
1,7,40.76073,-73.99215,1,115,30,3,0.06,52,342
1,7,40.76882,-73.98699,1,110,30,10,0.18,52,323
0,15,40.6737,-73.95335,1,81,30,99,1.67,3,318
1,19,40.73312,-73.99097,1,150,62,0,0.0,1,358
1,28,40.77448,-73.96102,1,175,30,2,0.06,96,281
1,28,40.77222,-73.95604,1,118,30,4,0.08,29,341
0,6,40.68337,-73.95819,1,172,30,9,0.16,21,342
1,68,40.73632,-73.98475,1,175,30,0,0.0,96,312
0,16,40.67916,-73.97454,0,65,60,2,0.03,1,1
1,19,40.73268,-73.98689,1,195,30,7,0.14,39,331
1,28,40.77883,-73.95498,1,185,30,1,0.02,2,365
0,20,40.72533,-73.94204,1,129,30,6,0.12,52,188
0,12,40.72037,-73.9596,1,140,30,21,0.38,1,252
1,1,40.75068,-73.98177,1,136,30,9,0.17,14,220
1,28,40.77175,-73.95742,1,95,30,10,0.22,52,336
1,26,40.74213,-73.9801,0,95,30,54,0.91,26,335
1,2,40.80581,-73.95374,1,105,24,2,0.04,1,60
1,8,40.79253,-73.97378,1,104,30,16,0.28,8,101
1,8,40.79203,-73.97299,1,99,30,14,0.24,8,135
0,13,40.68961,-73.97781,1,158,30,5,0.1,21,278
1,11,40.73254,-74.00698,1,170,30,12,0.22,39,252
2,31,40.75338,-73.90618,0,39,30,9,0.16,18,318
0,12,40.71601,-73.95359,1,185,30,12,0.2,1,1
0,12,40.71283,-73.96714,1,175,25,4,0.07,1,1
0,12,40.71694,-73.96017,1,125,21,1,0.02,1,1
1,101,40.71019,-74.01705,1,130,60,4,0.07,1,13
1,101,40.71031,-74.01557,1,325,30,9,0.16,1,1
1,7,40.76867,-73.98541,1,87,30,6,0.11,52,365
1,50,40.73923,-73.98589,1,124,30,10,0.17,1,1
1,5,40.74915,-73.97196,1,87,30,7,0.12,52,340
1,7,40.7662,-73.98612,1,150,30,11,0.2,39,313
1,8,40.79744,-73.97098,0,95,30,2,0.04,1,365
1,5,40.74445,-73.97181,1,200,30,7,0.14,39,188
1,8,40.79082,-73.97452,1,140,30,4,0.09,96,342
0,12,40.71863,-73.94416,1,75,24,0,0.0,1,27
2,56,40.76577,-73.91471,0,39,30,9,0.19,18,237
0,22,40.64699,-73.96307,1,50,24,0,0.0,1,1
0,21,40.70098,-73.93959,0,45,30,25,0.53,1,197
1,52,40.72917,-73.99974,0,115,25,70,1.27,1,31
1,2,40.82019,-73.95448,1,120,25,6,0.11,1,225
1,28,40.76236,-73.96642,1,130,30,2,0.04,52,365
1,8,40.78802,-73.97509,0,65,30,12,0.21,1,336
1,8,40.76908,-73.98483,1,87,30,5,0.1,52,365
1,1,40.7495,-73.98313,1,150,30,13,0.23,14,331
1,8,40.7937,-73.9659,1,185,30,2,0.13,96,310
1,7,40.76665,-73.9866,1,250,30,0,0.0,96,281
1,8,40.79563,-73.9664,1,168,30,4,0.16,96,283
0,21,40.69439,-73.90715,0,45,30,7,0.74,6,92
1,43,40.7094,-74.00278,0,139,365,13,0.23,1,365
0,20,40.71959,-73.94795,1,116,28,45,0.76,1,35
0,13,40.69098,-73.97989,1,165,29,7,0.27,2,159
0,29,40.67652,-73.96442,0,50,30,12,0.2,1,1
1,8,40.76904,-73.98494,1,113,30,8,0.13,52,258
1,14,40.75076,-73.99588,1,95,30,15,0.27,19,204
1,28,40.77237,-73.95536,1,118,30,3,0.1,29,282
1,23,40.71957,-73.9863,1,140,70,0,0.0,1,83
0,20,40.72942,-73.95291,1,120,28,12,0.22,1,1
0,12,40.71494,-73.93906,0,75,30,1,0.42,1,271
2,81,40.74471,-73.88075,0,45,30,20,0.34,2,188
0,21,40.68819,-73.91594,0,70,30,0,0.0,1,1
1,27,40.72699,-74.0012,1,110,30,3,0.05,9,333
1,2,40.82257,-73.95565,0,50,30,46,0.79,3,330
1,19,40.72088,-73.98149,1,233,30,17,0.33,1,364
1,68,40.73771,-73.98058,1,150,30,1,0.02,52,342
1,51,40.75592,-73.95515,1,1400,90,31,0.53,1,88
1,68,40.73731,-73.98338,1,130,30,2,0.04,52,335
1,19,40.73256,-73.98558,1,170,30,11,0.19,39,319
0,21,40.6876,-73.9167,1,93,30,23,0.4,1,226
2,83,40.7525,-73.88592,0,200,30,0,0.0,1,88
4,72,40.83331,-73.91742,1,90,30,1,0.04,1,358
1,51,40.76365,-73.94914,1,125,60,6,0.11,1,278
0,24,40.66042,-73.95915,0,75,18,0,0.0,1,1
0,16,40.67017,-73.97752,0,103,30,45,0.82,1,1
2,44,40.70046,-73.90692,1,60,21,5,0.1,1,1
0,12,40.71381,-73.96065,1,160,30,44,0.76,1,226
1,8,40.78156,-73.97796,0,85,29,10,0.36,1,241
0,21,40.70569,-73.92268,0,40,28,191,3.36,2,95
1,4,40.80738,-73.93707,1,75,30,6,0.12,1,203
1,23,40.72005,-73.98649,1,200,30,35,0.61,1,286
1,7,40.7555,-73.9926,0,100,23,12,0.22,1,23
2,44,40.70599,-73.89755,1,80,30,4,0.08,1,220
1,8,40.79545,-73.96595,1,250,30,5,0.1,10,303
2,44,40.69518,-73.9038,0,47,30,4,0.07,1,157
2,44,40.7078,-73.90177,0,50,21,38,0.76,2,245
0,22,40.64251,-73.9597,0,65,30,0,0.0,2,365
1,23,40.71814,-73.98411,1,150,60,9,0.16,1,210
1,7,40.76239,-73.99227,1,125,30,0,0.0,52,331
0,6,40.68454,-73.93178,1,120,30,131,2.29,1,336
1,28,40.77065,-73.95064,1,94,30,15,0.26,1,309
1,52,40.73293,-73.99782,1,180,1250,2,0.03,1,365
1,4,40.78627,-73.94316,0,55,30,4,0.07,9,339
2,153,40.65443,-73.84605,1,63,30,2,0.03,1,362
2,56,40.76496,-73.91169,0,39,31,5,0.1,18,310
2,56,40.75896,-73.9153,0,39,30,13,0.26,18,341
1,1,40.75062,-73.98247,1,75,30,13,0.23,14,167
0,20,40.7255,-73.9409,1,129,30,1,0.02,52,300
0,6,40.68531,-73.95185,0,60,30,44,0.78,8,99
1,19,40.72607,-73.98867,0,149,364,8,0.17,1,90
0,16,40.66651,-73.97922,1,160,31,8,0.17,1,296
1,14,40.73947,-74.00114,1,160,30,6,0.12,39,267
0,21,40.6989,-73.92904,1,200,90,91,1.59,1,365
0,20,40.72603,-73.94147,1,199,30,5,0.09,52,339
1,68,40.73541,-73.98061,0,64,26,47,0.82,1,331
1,8,40.78749,-73.97087,1,175,21,1,0.02,1,1
1,26,40.74111,-73.97951,1,87,30,4,0.09,52,325
1,11,40.7322,-74.00423,1,115,30,7,0.13,1,251
1,28,40.78278,-73.9482,1,250,30,4,0.07,9,311
1,28,40.78368,-73.94942,1,200,30,8,0.14,9,336
1,2,40.81613,-73.93765,1,90,30,20,0.36,1,249
1,23,40.72169,-73.98773,1,99,30,21,0.38,8,52
1,8,40.79795,-73.96175,1,300,30,4,0.07,12,310
1,8,40.77783,-73.9815,1,80,30,5,0.09,1,180
4,80,40.82636,-73.92655,1,105,30,18,0.48,1,52
2,124,40.69947,-73.82795,1,90,30,11,0.2,3,189
4,156,40.8423,-73.87055,0,25,30,6,0.17,4,219
1,27,40.72736,-74.00192,1,495,30,159,2.83,1,129
0,6,40.68622,-73.92508,0,100,30,2,0.04,4,7
1,11,40.73604,-74.0056,1,130,30,1,0.15,2,1
0,79,40.65188,-74.00611,0,50,30,2,0.04,1,1
1,8,40.78878,-73.97386,1,225,30,17,0.31,1,179
4,127,40.87896,-73.84978,0,55,28,27,0.53,4,338
1,14,40.73984,-74.0006,1,150,30,7,0.15,39,339
1,68,40.73505,-73.98212,1,140,30,9,0.17,39,344
1,2,40.82624,-73.94527,1,150,30,1,0.03,2,244
1,30,40.83335,-73.94048,1,67,74,7,0.14,19,251
1,30,40.83488,-73.93843,1,66,180,7,0.14,19,330
2,56,40.76496,-73.9282,0,39,31,2,0.04,18,310
0,54,40.65262,-73.94211,1,109,30,23,0.44,2,221
2,49,40.77648,-73.91595,1,150,28,50,0.89,2,38
2,56,40.76542,-73.92115,1,105,25,14,0.27,1,277
1,7,40.75811,-73.99073,1,107,21,193,3.42,1,310
1,4,40.78617,-73.94421,0,60,30,2,0.04,9,312
1,19,40.73118,-73.98885,1,1500,30,24,0.43,2,358
1,8,40.77926,-73.97877,1,225,30,7,0.13,1,173
1,28,40.78302,-73.94647,1,110,30,12,0.27,15,332
1,28,40.78318,-73.94556,1,300,30,10,0.19,9,331
0,79,40.6642,-73.99322,1,172,30,5,0.09,21,328
1,68,40.73346,-73.98216,1,140,30,7,0.13,39,332
1,68,40.7339,-73.98548,1,185,30,5,0.1,39,1
0,38,40.68851,-73.98655,1,130,30,3,0.07,21,312
1,8,40.78628,-73.97264,0,100,30,12,0.24,18,364
1,28,40.77167,-73.95735,1,142,30,3,0.09,29,321
0,6,40.68797,-73.94696,1,130,200,271,4.84,2,64
1,4,40.78644,-73.9438,0,45,30,4,0.08,9,311
1,4,40.78512,-73.94409,0,50,30,5,0.11,9,330
1,11,40.73317,-74.00118,1,125,30,31,0.83,2,346
1,28,40.77388,-73.95343,1,99,30,15,0.31,15,341
0,21,40.68348,-73.90817,0,37,30,6,0.11,5,333
0,13,40.69549,-73.97144,1,80,30,6,0.11,1,187
1,28,40.7734,-73.95357,1,99,30,6,0.11,15,332
0,97,40.70213,-73.9838,1,550,20,1,0.08,1,220
1,28,40.78171,-73.94617,1,99,30,6,0.15,15,225
1,8,40.78657,-73.97161,1,150,30,31,0.59,1,213
1,28,40.77065,-73.95702,0,175,30,0,0.0,1,365
1,8,40.78635,-73.97616,1,93,30,16,0.29,1,271
1,19,40.72717,-73.991,0,55,26,0,0.0,1,1
0,12,40.71334,-73.96207,1,200,30,0,0.0,1,1
0,12,40.71181,-73.95736,1,118,30,29,0.52,1,295
0,123,40.67915,-74.00707,0,63,25,10,0.2,1,290
1,28,40.78032,-73.95249,1,200,30,9,0.21,9,332
0,38,40.68902,-73.98632,1,127,30,7,0.15,21,342
1,27,40.72494,-74.00839,0,100,30,19,0.5,1,1
0,6,40.6894,-73.95357,0,62,20,2,0.11,1,1
1,2,40.80882,-73.94165,0,35,20,2,0.04,1,1
1,7,40.7637,-73.98985,0,65,17,24,0.45,1,86
0,12,40.71975,-73.96285,1,148,30,16,0.37,1,195
1,68,40.73877,-73.98707,1,250,30,2,0.04,1,1
0,20,40.72545,-73.94039,1,149,30,2,0.06,52,358
4,127,40.88016,-73.84923,0,43,28,15,0.3,4,336
1,30,40.83729,-73.94372,1,85,30,10,0.28,1,147
1,1,40.74439,-73.98329,1,275,30,39,0.72,4,365
1,1,40.75235,-73.96781,1,105,30,2,0.04,5,315
1,26,40.74156,-73.97968,0,95,30,37,0.68,26,365
1,1,40.75244,-73.96619,1,125,30,5,0.1,5,331
1,1,40.75248,-73.96695,1,95,30,3,0.06,5,318
1,1,40.75427,-73.96689,1,85,30,2,0.05,5,83
0,21,40.68876,-73.90824,0,37,17,0,0.0,2,1
1,7,40.76497,-73.98854,1,95,30,4,0.11,5,337
1,28,40.77427,-73.95325,1,99,30,8,0.28,15,270
1,2,40.82376,-73.94492,1,99,25,16,0.3,1,157
0,12,40.71983,-73.96465,1,249,30,0,0.0,1,1
1,19,40.72829,-73.98072,1,110,30,8,0.18,9,280
1,7,40.76719,-73.98533,1,97,30,6,0.12,52,365
0,79,40.64605,-74.00338,0,70,22,16,0.29,3,173
0,6,40.6815,-73.91267,0,42,30,3,0.05,5,348
1,8,40.77669,-73.97696,1,125,31,1,0.02,1,41
0,79,40.64132,-74.01767,0,65,30,11,0.2,2,312
1,4,40.78615,-73.94295,0,71,30,19,0.35,3,1
1,2,40.8076,-73.95274,0,80,50,0,0.0,1,1
1,28,40.76067,-73.9602,1,165,30,11,0.21,34,274
1,8,40.78286,-73.98339,1,265,30,14,0.26,34,274
1,8,40.78141,-73.98445,1,130,30,12,0.23,34,292
1,7,40.76102,-73.98882,1,380,30,5,0.11,15,332
1,23,40.71806,-73.98493,0,110,20,13,0.25,3,1
1,8,40.7813,-73.98319,1,205,30,20,0.38,34,274
1,64,40.72139,-73.99688,1,346,198,163,2.96,1,1
2,56,40.75782,-73.92128,1,107,30,15,0.29,8,311
1,2,40.81831,-73.93833,1,85,30,5,0.11,1,7
1,7,40.76537,-73.99438,1,80,20,5,0.15,7,346
1,19,40.72251,-73.97677,1,87,100,5,0.1,19,7
0,12,40.71189,-73.94632,0,62,30,3,0.06,1,319
0,6,40.68301,-73.93738,1,120,30,2,0.18,2,1
1,8,40.7921,-73.97918,1,125,21,45,0.86,2,176
1,4,40.79641,-73.94847,1,229,30,6,0.12,1,61
1,8,40.78147,-73.98315,1,250,30,13,0.25,34,304
1,8,40.78215,-73.98349,1,105,30,15,0.31,34,285
1,2,40.80535,-73.95407,0,75,30,1,0.45,2,330
0,13,40.68752,-73.9795,1,180,31,1,0.02,1,1
0,12,40.70898,-73.93286,0,60,25,0,0.0,1,1
1,28,40.7606,-73.96028,1,155,30,17,0.32,34,316
2,39,40.74513,-73.91685,1,90,30,10,0.28,3,332
1,8,40.78305,-73.98398,1,165,30,16,0.31,34,326
0,3,40.69105,-73.96789,0,50,60,0,0.0,2,210
1,28,40.78151,-73.94775,1,99,30,12,0.29,15,208
1,1,40.75587,-73.96856,1,115,30,0,0.0,52,281
0,12,40.7127,-73.94643,1,1763,60,0,0.0,1,1
0,15,40.66809,-73.93373,0,33,28,20,0.37,1,282
0,24,40.65621,-73.95696,1,80,21,3,0.07,1,1
2,25,40.74401,-73.95094,1,135,30,3,0.06,1,231
1,7,40.76064,-73.99112,1,199,30,119,2.21,2,215
1,2,40.81502,-73.9546,1,110,90,7,0.28,1,90
1,8,40.79148,-73.97828,1,158,100,2,0.04,1,290
1,28,40.77339,-73.95421,1,99,30,13,0.26,15,333
1,28,40.76201,-73.96084,1,150,30,5,0.11,39,228
0,20,40.73712,-73.95521,0,45,17,0,0.0,1,1
0,10,40.66309,-73.98497,1,180,30,84,1.7,1,204
1,28,40.77828,-73.94768,1,75,30,32,0.67,1,4
1,11,40.73226,-74.00644,1,250,30,3,0.06,39,365
0,13,40.68557,-73.97073,0,45,21,14,0.27,2,48
0,13,40.68792,-73.97319,1,120,21,12,0.22,1,22
0,20,40.72546,-73.94046,1,129,30,7,0.14,52,328
1,30,40.85341,-73.93181,1,37,30,3,0.06,2,82
0,20,40.72738,-73.94077,1,159,30,9,0.21,52,362
1,11,40.73183,-74.00649,1,175,90,0,0.0,1,89
1,8,40.76917,-73.98488,1,87,30,7,0.18,52,365
0,12,40.71323,-73.95852,1,120,30,21,0.4,1,219
0,54,40.65777,-73.92263,0,27,30,9,0.18,2,345
1,28,40.77528,-73.95238,1,99,30,13,0.3,15,323
1,7,40.76685,-73.98644,1,170,30,20,0.43,39,320
1,26,40.74205,-73.97997,1,250,30,13,0.25,1,274
0,54,40.6593,-73.93512,0,44,30,1,0.03,43,273
1,30,40.83242,-73.93931,0,28,20,0,0.0,1,1
1,19,40.73117,-73.98335,1,130,30,10,0.2,39,311
1,7,40.75755,-73.99305,0,99,365,7,0.14,1,337
1,5,40.74746,-73.97883,1,499,30,4,0.09,1,364
1,28,40.76235,-73.96005,1,185,30,9,0.18,34,342
0,10,40.66832,-73.98754,1,169,30,136,2.7,1,279
0,20,40.72533,-73.94014,1,129,30,1,0.07,52,340
1,28,40.76181,-73.96127,1,115,30,18,0.35,34,311
1,28,40.78026,-73.9529,1,110,30,1,0.02,1,188
2,25,40.75104,-73.93863,1,134,500,30,0.57,1,90
1,52,40.72937,-74.00125,1,136,30,43,0.85,1,338
0,13,40.68969,-73.97797,1,193,30,1,0.13,21,311
1,71,40.76115,-73.98224,1,200,30,14,0.29,1,284
1,7,40.76615,-73.9879,1,145,30,11,0.24,39,351
1,7,40.76494,-73.9881,1,185,30,15,0.29,39,336
0,54,40.66087,-73.93516,0,38,30,1,0.29,43,331
0,54,40.65881,-73.93376,0,48,30,2,0.04,43,306
1,28,40.77045,-73.95564,0,80,30,57,1.1,3,245
